timestamp,model,concept_samples,seed,no_concepts,lr,7pt_train_acc,7pt_test_acc
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.78,0.72
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.78,0.68
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.75,0.74
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.76,0.55
2025-03-30 10:52:59.151421,resnet50,50,3407,12,0.01,0.75,0.54
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.74,0.59
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.81,0.67
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.85,0.71
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.82,0.73
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.87,0.76
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.82,0.63
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.87,0.7
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.78,0.7
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.86,0.77
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.77,0.75
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.82,0.53
2025-03-30 11:07:57.011230,resnet152,50,3407,12,0.01,0.74,0.54
